C(%);Mn(%);Si(%);S(%);P(%);Ti(ppm);B(ppm);Al(ppm);N(ppm);O(ppm);Cr(%);Ni(%);Mo(%);V(ppm);Cu(%);Nb(ppm);Temp;-70;Ref;;;;;;;;;;;;;;;;;;;;
0.069;1.45;0.40;0.006;0.008;330;2;5;81;285;0.03;0.03;0.005;5;0.03;5;-70;34;TiN;;;;;;;;;;;;;;;;;;;;
0.069;1.47;0.45;0.005;0.006;410;2;5;77;282;0.03;0.03;0.005;5;0.03;5;-70;50;TiN;;;;;;;;;;;;;;;;;;;;
0.069;1.49;0.43;0.004;0.005;460;2;5;77;294;0.03;0.03;0.005;5;0.03;5;-70;49;TiN;;;;;;;;;;;;;;;;;;;;
0.074;1.58;0.28;0.008;0.008;5;2;5;145;404;0.03;0.03;0.005;5;0.03;5;-70;3;TiN;;;;;;;;;;;;;;;;;;;;
0.068;1.40;0.28;0.010;0.008;31;2;5;148;409;0.03;0.03;0.005;5;0.03;5;-70;10;TiN;;;;;;;;;;;;;;;;;;;;
0.069;1.50;0.31;0.008;0.008;51;2;5;160;400;0.03;0.03;0.005;5;0.03;5;-70;24;TiN;;;;;;;;;;;;;;;;;;;;
0.070;1.50;0.29;0.008;0.009;120;2;5;164;341;0.03;0.03;0.005;5;0.03;5;-70;9;TiN;;;;;;;;;;;;;;;;;;;;
0.068;1.51;0.39;0.007;0.009;300;2;5;166;278;0.03;0.03;0.005;5;0.03;5;-70;17;TiN;;;;;;;;;;;;;;;;;;;;
0.066;1.48;0.47;0.007;0.011;410;2;5;164;285;0.03;0.03;0.005;5;0.03;5;-70;30;TiN;;;;;;;;;;;;;;;;;;;;
0.070;1.50;0.45;0.004;0.006;590;2;5;155;297;0.03;0.03;0.005;5;0.03;5;-70;18;TiN;;;;;;;;;;;;;;;;;;;;
0.073;1.66;0.27;0.009;0.008;5;2;5;235;399;0.03;0.03;0.005;5;0.03;5;-70;3;TiN;;;;;;;;;;;;;;;;;;;;
0.069;1.45;0.26;0.010;0.009;29;2;5;226;391;0.03;0.03;0.005;5;0.03;5;-70;6;TiN;;;;;;;;;;;;;;;;;;;;
0.073;1.53;0.29;0.009;0.007;46;2;5;243;419;0.03;0.03;0.005;5;0.03;5;-70;16;TiN;;;;;;;;;;;;;;;;;;;;
0.070;1.45;0.28;0.009;0.009;120;2;5;239;315;0.03;0.03;0.005;5;0.03;5;-70;4;TiN;;;;;;;;;;;;;;;;;;;;
0.067;1.48;0.40;0.006;0.008;320;2;5;253;286;0.03;0.03;0.005;5;0.03;5;-70;4;TiN;;;;;;;;;;;;;;;;;;;;
0.068;1.46;0.47;0.007;0.006;450;2;5;249;297;0.03;0.03;0.005;5;0.03;5;-70;14;TiN;;;;;;;;;;;;;;;;;;;;
0.066;1.47;0.43;0.005;0.006;690;2;5;240;322;0.03;0.03;0.005;5;0.03;5;-70;13;TiN;;;;;;;;;;;;;;;;;;;;
0.061;1.44;0.33;0.005;0.009;15;2;5;66;377;0.03;0.03;0.005;120;0.03;20;-70;100;TiO2;;;;;;;;;;;;;;;;;;;;
0.076;1.40;0.41;0.005;0.006;27;2;5;82;395;0.03;0.03;0.005;120;0.03;20;-70;108;TiO2;;;;;;;;;;;;;;;;;;;;
0.073;1.38;0.44;0.004;0.006;42;2;5;73;420;0.03;0.03;0.005;120;0.03;20;-70;86;TiO2;;;;;;;;;;;;;;;;;;;;
0.071;1.42;0.44;0.008;0.006;53;2;5;76;403;0.03;0.03;0.005;120;0.03;20;-70;67;TiO2;;;;;;;;;;;;;;;;;;;;
0.073;1.44;0.46;0.008;0.006;69;2;5;77;402;0.03;0.03;0.005;120;0.03;20;-70;45;TiO2;;;;;;;;;;;;;;;;;;;;
0.070;1.40;0.45;0.004;0.007;78;2;5;77;416;0.03;0.03;0.005;120;0.03;20;-70;27;TiO2;;;;;;;;;;;;;;;;;;;;
0.078;1.46;0.39;0.003;0.009;2;2;5;50;235;0.03;0.03;0.005;5;0.03;5;-70;13;TiOX;;;;;;;;;;;;;;;;;;;;
0.078;1.49;0.38;0.003;0.009;19;2;5;59;242;0.03;0.03;0.005;5;0.03;5;-70;152;TiOX;;;;;;;;;;;;;;;;;;;;
0.082;1.49;0.37;0.003;0.009;30;2;5;59;257;0.03;0.03;0.005;5;0.03;5;-70;135;TiOX;;;;;;;;;;;;;;;;;;;;
0.084;1.42;0.36;0.003;0.009;35;2;5;46;240;0.03;0.03;0.005;5;0.03;5;-70;142;TiOX;;;;;;;;;;;;;;;;;;;;
0.087;1.41;0.37;0.003;0.009;55;2;5;53;246;0.03;0.03;0.005;5;0.03;5;-70;102;TiOX;;;;;;;;;;;;;;;;;;;;
0.088;1.48;0.41;0.003;0.009;100;2;5;53;217;0.03;0.03;0.005;5;0.03;5;-70;64;TiOX;;;;;;;;;;;;;;;;;;;;
0.083;1.66;0.35;0.004;0.010;5;2;5;58;270;0.03;0.03;0.005;5;0.03;5;-70;11;TiOX;;;;;;;;;;;;;;;;;;;;
0.082;1.69;0.35;0.004;0.010;15;2;5;58;283;0.03;0.03;0.005;5;0.03;5;-70;97;TiOX;;;;;;;;;;;;;;;;;;;;
0.085;1.63;0.34;0.004;0.010;25;2;5;68;276;0.03;0.03;0.005;5;0.03;5;-70;145;TiOX;;;;;;;;;;;;;;;;;;;;
0.080;1.64;0.34;0.004;0.010;32;2;5;66;276;0.03;0.03;0.005;5;0.03;5;-70;122;TiOX;;;;;;;;;;;;;;;;;;;;
0.083;1.58;0.37;0.004;0.009;59;2;5;68;286;0.03;0.03;0.005;5;0.03;5;-70;94;TiOX;;;;;;;;;;;;;;;;;;;;
0.087;1.60;0.38;0.004;0.011;88;2;5;75;270;0.03;0.03;0.005;5;0.03;5;-70;69;TiOX;;;;;;;;;;;;;;;;;;;;
0.081;1.35;0.32;0.005;0.011;6;2;5;80;361;0.03;0.03;0.005;5;0.03;5;-70;10;TiOX;;;;;;;;;;;;;;;;;;;;
0.083;1.37;0.33;0.006;0.012;20;2;5;76;353;0.03;0.03;0.005;5;0.03;5;-70;74;TiOX;;;;;;;;;;;;;;;;;;;;
0.081;1.52;0.37;0.006;0.013;30;2;5;88;346;0.03;0.03;0.005;5;0.03;5;-70;74;TiOX;;;;;;;;;;;;;;;;;;;;
0.086;1.54;0.39;0.006;0.014;52;2;5;86;328;0.03;0.03;0.005;5;0.03;5;-70;72;TiOX;;;;;;;;;;;;;;;;;;;;
0.086;1.45;0.34;0.005;0.013;79;2;5;87;356;0.03;0.03;0.005;5;0.03;5;-70;50;TiOX;;;;;;;;;;;;;;;;;;;;
0.085;1.47;0.42;0.006;0.011;110;2;5;79;347;0.03;0.03;0.005;5;0.03;5;-70;44;TiOX;;;;;;;;;;;;;;;;;;;;
0.078;1.27;0.29;0.007;0.008;3;2;5;90;431;0.03;0.03;0.005;5;0.03;5;-70;7;TiOX;;;;;;;;;;;;;;;;;;;;
0.078;1.31;0.30;0.006;0.007;21;2;5;87;420;0.03;0.03;0.005;5;0.03;5;-70;74;TiOX;;;;;;;;;;;;;;;;;;;;
0.085;1.40;0.35;0.007;0.008;34;2;5;94;391;0.03;0.03;0.005;5;0.03;5;-70;80;TiOX;;;;;;;;;;;;;;;;;;;;
0.081;1.27;0.36;0.007;0.007;53;2;5;91;390;0.03;0.03;0.005;5;0.03;5;-70;62;TiOX;;;;;;;;;;;;;;;;;;;;
0.075;1.30;0.40;0.008;0.008;68;2;5;84;400;0.03;0.03;0.005;5;0.03;5;-70;48;TiOX;;;;;;;;;;;;;;;;;;;;
0.075;1.34;0.42;0.007;0.009;110;2;5;99;374;0.03;0.03;0.005;5;0.03;5;-70;37;TiOX;;;;;;;;;;;;;;;;;;;;
0.074;1.45;0.33;0.005;0.005;6;2;5;90;408;0.03;0.03;0.005;120;0.03;20;-70;17;Ti;;;;;;;;;;;;;;;;;;;;
0.073;1.49;0.34;0.004;0.007;16;2;5;84;396;0.03;0.03;0.005;120;0.03;20;-70;62;Ti;;;;;;;;;;;;;;;;;;;;
0.071;1.46;0.36;0.004;0.006;22;2;5;85;400;0.03;0.03;0.005;120;0.03;20;-70;74;Ti;;;;;;;;;;;;;;;;;;;;
0.061;1.36;0.33;0.005;0.006;28;2;5;81;419;0.03;0.03;0.005;120;0.03;20;-70;107;Ti;;;;;;;;;;;;;;;;;;;;
0.070;1.48;0.32;0.005;0.006;55;2;5;75;373;0.03;0.03;0.005;120;0.03;20;-70;50;Ti;;;;;;;;;;;;;;;;;;;;
0.068;1.38;0.32;0.004;0.005;77;2;5;74;376;0.03;0.03;0.005;120;0.03;20;-70;19;Ti;;;;;;;;;;;;;;;;;;;;
0.068;1.51;0.35;0.006;0.006;100;2;5;87;351;0.03;0.03;0.005;120;0.03;20;-70;19;Ti;;;;;;;;;;;;;;;;;;;;
0.065;1.53;0.39;0.005;0.006;140;2;5;93;351;0.03;0.03;0.005;120;0.03;20;-70;16;Ti;;;;;;;;;;;;;;;;;;;;
0.070;1.64;0.48;0.005;0.006;210;2;5;102;290;0.03;0.03;0.005;120;0.03;20;-70;47;Ti;;;;;;;;;;;;;;;;;;;;
0.075;1.75;0.29;0.006;0.005;255;2;5;96;272;0.03;0.03;0.005;120;0.03;20;-70;53;Ti;;;;;;;;;;;;;;;;;;;;
